Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
pottles-eclipse-93g-chewy-mints-spearmint,,,,,,,,,Shipper (6 Outer),,,,,,,,372492_Shipper,0.0,shopify,6,deny,manual,168.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
pottles-eclipse-93g-chewy-mints-peppermint,Eclipse pottles Chewy 93g Peppermint x 6ct,"",Mars,,"","Gum, Night n Day Misc, Wrigleys",false,Pack Size,Outer,,,,,,,,372491_Outer,0.0,shopify,0,deny,manual,28.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/372491_WRIGLEYS_Eclipse_Chewy_Mints_Peppermint_Bottle_93g.jpg?v=1754023235,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,draft
pottles-eclipse-93g-chewy-mints-peppermint,,,,,,,,,Shipper (6 Outer),,,,,,,,372491_Shipper,0.0,shopify,0,deny,manual,168.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
pop-ups-assorted,Pop Ups - Assorted 8g x 12ct,"",DutchRusk,,"","Lollipops, Novelty",true,Pack Size,Outer,,,,,,,,PA9790_Outer,0.0,shopify,22,deny,manual,39.35,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/PA9790_Pop_Ups_Assorted.jpg?v=1754023236,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
pop-ups-assorted,,,,,,,,,Shipper (4 Outer),,,,,,,,PA9790_Shipper,0.0,shopify,5,deny,manual,157.40,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
pop-n-good-20kg-popcorn-unpopped,Pop n Good 20Kg Popcorn,"",Pop N Good,"Food, Beverages & Tobacco > Food Items > Snack Foods > Popcorn","","Popcorn, Snacks",true,Pack Size,Bag,,,,,,,,1608_Bag,0.0,shopify,54,deny,manual,75.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/1608_POP_N_GOOD_20KG.jpg?v=1754023237,1,"",false,,,1534,,,,,,,,,,,,,,,,,kg,,,active
pop-n-good-150g-fruiti-popcorn,Pop N Good Fruiti Popcorn 150g x 16ct,<p>16 bags per shipper</p>,Pop N Good,"Food, Beverages & Tobacco > Food Items > Snack Foods > Popcorn","","Night n Day Misc, Popcorn, Snacks",true,Pack Size,Bag,,,,,,,,1304_Bag,0.0,shopify,159,deny,manual,2.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/1304_Fruitti_Popcorn.jpg?v=1754023237,1,"",false,,,1534,,,,,,,,,,,,,,,,,kg,,,active
pop-n-good-150g-fruiti-popcorn,,,,,,,,,Shipper (16 Bag),,,,,,,,1304_Shipper,0.0,shopify,9,deny,manual,47.20,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
pop-n-good-150g-caramel-popcorn,Pop N Good Caramel Popcorn 150g x 16ct,<p>16 bags per shipper</p>,Pop N Good,Uncategorized,"","Kingpin Queenstown, Night n Day Misc, Popcorn, show-bag, Snacks, Xtreme Wairau",true,Pack Size,Bag,,,,,,,,1204_Bag,0.0,shopify,168,deny,manual,2.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/1204_CARAMEL_150__FtnRdTS.jpg?v=1754023238,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
pop-n-good-150g-caramel-popcorn,,,,,,,,,Shipper (16 Bag),,,,,,,,1204_Shipper,0.0,shopify,10,deny,manual,47.20,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
pop-n-good-12g-popcorn,Pop N Good Popcorn 12g x 60ct,"",Pop N Good,"Food, Beverages & Tobacco > Food Items > Snack Foods > Popcorn","","Night n Day Misc, Popcorn, Snacks",true,Pack Size,Shipper,,,,,,,,1137_Shipper,0.0,shopify,0,deny,manual,30.75,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/1137_LIGHT_B_BUTTERY_popcorn_12G.jpg?v=1754023239,1,"",false,,,1534,,,,,,,,,,,,,,,,,kg,,,active
pascall-2kg-jet-planes,Pascall 2kg Jet Planes x 240ct,<p>3 bags per shipper</p>,Pascall,Uncategorized,"","2kg, Bulk Gummies and Lollies, Pascall, TNCC",true,Pack Size,Bag,,,,,,,,621983_Bag,0.0,shopify,87,deny,manual,18.15,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/621983_JET_PLANES_WdhNZb4.jpg?v=1754023241,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
pascall-2kg-jet-planes,,,,,,,,,Shipper (3 Bag),,,,,,,,621983_Shipper,0.0,shopify,29,deny,manual,54.45,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
pascall-2kg-fruit-burst,Pascall 2kg Fruit Bursts x 320ct,<p>3 bags per shipper</p>,Pascall,Uncategorized,"","2kg, Bulk Gummies and Lollies, Pascall, TNCC",true,Pack Size,Bag,,,,,,,,617557_Bag,0.0,shopify,239,deny,manual,25.90,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/617557_Pascall_2kg_Fruit_Burst.jpg?v=1754023242,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
pascall-2kg-fruit-burst,,,,,,,,,Shipper (3 Bag),,,,,,,,617557_Shipper,0.0,shopify,79,deny,manual,77.70,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
nippys-375ml-strawberry,Nippys 375ml Strawberry x 24ct,"",Nippy's,,"","Drinks, Milk Drinks",true,Pack Size,Shipper,,,,,,,,MKO375ST_Shipper,0.0,shopify,4,deny,manual,66.75,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/MKO375ST_NIPPY_STRAWBERRY_375ml.jpg?v=1754023244,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
nippys-375ml-mocha,Nippys 375ml Mocha x24ct,"",Nippy's,,"","Drinks, Milk Drinks",true,Pack Size,Shipper,,,,,,,,MKO375MO_Shipper,0.0,shopify,6,deny,manual,66.75,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/MKO375MO_Nippys_Mocha_375ml.jpg?v=1754023245,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
nippys-375ml-iced-coffee,Nippys 375ml Iced Coffee x24ct,"",Nippy's,,"","Drinks, Milk Drinks",true,Pack Size,Shipper,,,,,,,,MKO375CO_Shipper,0.0,shopify,97,deny,manual,66.75,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/MKO375CO_NIPPY_COFFEE_375ml.jpg?v=1754023246,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
nippys-375ml-iced-chocolate,Nippys 375ml Iced Choc x 24ct,"",Nippy's,,"","Drinks, Milk Drinks",true,Pack Size,Shipper,,,,,,,,MKO375CH_Shipper,0.0,shopify,91,deny,manual,66.75,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/MKO375CH_NIPPY_CHOCOLATE_375ml.jpg?v=1754023246,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
nippys-375ml-honeycomb,Nippys 375ml Honeycomb x 24ct,"",Nippy's,,"","Drinks, Milk Drinks",true,Pack Size,Shipper,,,,,,,,MKO375HC_Shipper,0.0,shopify,8,deny,manual,66.75,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/MKO375HC_NIPPY_HONEYCOMB_375ml.jpg?v=1754023247,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
nippys-375ml-banana,Nippys 375ml Banana x24ct,"",Nippy's,,"","Drinks, Milk Drinks",true,Pack Size,Shipper,,,,,,,,MKO375BA_Shipper,0.0,shopify,5,deny,manual,66.75,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/MKO375BA_NIPPY_BANANA_375ml.jpg?v=1754023248,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
nestle-smarties-50g,Nestle Smarties 50g x 24ct,"",Nestle,,"","hide-shipper, Nestle Single Bars, Night n Day Misc",true,Pack Size,Outer,,,,,,,,12247622_Outer,0.0,shopify,86,deny,manual,45.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/12247622_Nestle_Smarties_50g_u1YJH0b.jpg?v=1754023249,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
nestle-smarties-50g,,,,,,,,,Shipper (12 Outer),,,,,,,,12247622_Shipper,0.0,shopify,7,deny,manual,540.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
nestle-scorched-almonds,Nestle Scorched Almonds 240g,"",Nestle,,"","",true,Pack Size,Packet,,,,,,,,12447273_Packet,0.0,shopify,0,deny,manual,9.67,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/12447273_Nestle_Scorched_Almonds.jpg?v=1754023249,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
nestle-scorched-almonds,,,,,,,,,Shipper (14 Packet),,,,,,,,12447273_Shipper,0.0,shopify,0,deny,manual,135.38,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
nestle-ice-cream-dip,Nestle Ice Cream Dip 5kg,"",Nestle,Uncategorized,"","5kg, Nestle",true,Pack Size,Outer,,,,,,,,12323147_Outer,0.0,shopify,6,deny,manual,65.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/12323147_Nestle_Ice_Cream_Dip_5kg.jpg?v=1754023250,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
nerds-rope-very-berry-26g,Nerds Rope Very Berry 26g x 24ct,"",Wonka,,"",Novelty,true,Pack Size,Outer,,,,,,,,04570_Outer,0.0,shopify,6,deny,manual,52.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/04570_Nerds_Rope_Very_Berry_1.jpg?v=1754023251,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
nerds-rope-very-berry-26g,,,,,,,,,Shipper (12 Outer),,,,,,,,04570_Shipper,0.0,shopify,0,deny,manual,624.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
nerds-rope-rainbow-26g,Nerds Rope Rainbow 26g x 24ct,"",Wonka,,"",Novelty,true,Pack Size,Outer,,,,,,,,04569_Outer,0.0,shopify,10,deny,manual,52.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/04569_Nerds_Rainbow_Rope.jpg?v=1754023251,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
nerds-rope-rainbow-26g,,,,,,,,,Shipper (12 Outer),,,,,,,,04569_Shipper,0.0,shopify,0,deny,manual,624.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
nerds-gobstopper-everlasting-50-1g,Wonka Nerds Gobstopper Everlasting 50.1g x 24ct,"",Wonka,Uncategorized,"",Novelty,true,Pack Size,Outer,,,,,,,,71343_Outer,0.0,shopify,17,deny,manual,49.25,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/71343_Wonka_Nerds_Gobstoppers_Everlasting_50.1g.jpg?v=1754023252,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
nerds-gobstopper-everlasting-50-1g,,,,,,,,,Shipper (12 Outer),,,,,,,,71343_Shipper,0.0,shopify,1,deny,manual,591.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
nerds-gobstopper-everlasting-141g,Wonka Nerds Gobstopper Everlasting 141g x 12ct,"",Wonka,Uncategorized,"",Novelty,false,Pack Size,Outer,,,,,,,,71369_Outer,0.0,shopify,0,deny,manual,34.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/71369_Wonka_Gobstopper_Everlasting_141g.jpg?v=1754023252,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,draft
nerds-gobstopper-chewy-106-3g,Wonka Nerds Gobstopper CHEWY 106.3g x 12ct,"",Wonka,Uncategorized,"",Novelty,false,Pack Size,Outer,,,,,,,,71051_Outer,0.0,shopify,0,deny,manual,33.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/71051_Gobstopper_Chewy_Concession.jpg?v=1754023253,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,draft
nerds-gobstopper-chewy-106-3g,,,,,,,,,Shipper (12 Outer),,,,,,,,71051_Shipper,0.0,shopify,0,deny,manual,396.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
nerds-47g-raspberry-tropical,Wonka Nerds 47g Raspberry & Tropical Punch x 24ct,"",Wonka,Uncategorized,"",Novelty,false,Pack Size,Outer,,,,,,,,71765_Outer,0.0,shopify,0,deny,manual,32.65,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/71765_Nerds_Raspberry_and_Tropical_Punch.jpg?v=1754023253,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,draft
nerds-47g-raspberry-tropical,,,,,,,,,Shipper (12 Outer),,,,,,,,71765_Shipper,0.0,shopify,0,deny,manual,391.80,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
nerds-47g-double-dipped,Wonka Nerds 47g Double Dipped x 36ct,"",Wonka,,"",Novelty,false,Pack Size,Outer,,,,,,,,71766_Outer,0.0,shopify,0,deny,manual,49.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/71766_Nerds_Double_Dipped.jpg?v=1754023254,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,draft
nerds-47g-double-dipped,,,,,,,,,Shipper (10 Outer),,,,,,,,71766_Shipper,0.0,shopify,0,deny,manual,490.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
nerds-46-7g-watermelon-cherry,Wonka Nerds 46.7g Watermelon Cherry x36ct,"",Wonka,,"",Novelty,true,Pack Size,Outer,,,,,,,,71340_Outer,0.0,shopify,38,deny,manual,69.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/71340_Wonka_Nerds_Watermelon__Cherry.jpg?v=1754023254,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
nerds-46-7g-watermelon-cherry,,,,,,,,,Shipper (10 Outer),,,,,,,,71340_Shipper,0.0,shopify,3,deny,manual,695.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
nerds-46-7g-peach-wildberry,Wonka Nerds 46.7g  Peach and Wildberry x 24ct,"",Wonka,,"",Novelty,false,Pack Size,Outer,,,,,,,,71672_Outer,0.0,shopify,0,deny,manual,32.65,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/71672_Nerds_Peach__Wildberry.jpg?v=1754023255,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,draft
nerds-46-7g-peach-wildberry,,,,,,,,,Shipper (12 Outer),,,,,,,,71672_Shipper,0.0,shopify,0,deny,manual,391.80,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
nerds-46-7g-grape-strawberry,Wonka Nerds 46.7g Grape and Strawberry x 36ct,"",Wonka,,"",Novelty,true,Pack Size,Outer,,,,,,,,71348_Outer,0.0,shopify,19,deny,manual,69.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/71348_Nerds_Grape_and_Strawberry.jpg?v=1754023255,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
nerds-46-7g-grape-strawberry,,,,,,,,,Shipper (10 Outer),,,,,,,,71348_Shipper,0.0,shopify,1,deny,manual,695.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
nerds-141g-rainbow,Wonka Nerds 141g Rainbow x 12ct,"",Wonka,,"","Night n Day Misc, Novelty, Theatre Box",true,Pack Size,Outer,,,,,,,,71389_Outer,0.0,shopify,14,deny,manual,40.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/71389_Wonka_Nerds_Rainbow_141g.jpg?v=1754023256,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
nerds-141g-grape-strawberry,Wonka Nerds 141g Grape and Strawberry x 12ct,"",Wonka,,"","Night n Day Misc, Novelty, Theatre Box",true,Pack Size,Outer,,,,,,,,71127_Outer,0.0,shopify,16,deny,manual,40.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/71127_Wonka_Nerds_Grape_and_Strawberry_141g.jpg?v=1754023257,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
nerds-120g-big-chewy-nerds-sour,Wonka Nerds 120g Big Chewy Nerds SOUR x 12ct,"",Wonka,Uncategorized,"","Novelty, Theatre Box",false,Pack Size,Outer,,,,,,,,71269_Outer,0.0,shopify,0,deny,manual,33.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/71269_Nerds_Chewy_Sour_Concession.jpg?v=1754023259,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,draft
nerds-120g-big-chewy-nerds,Wonka Nerds 120g Big Chewy Nerds x 12ct,"",Wonka,Uncategorized,"","Novelty, Theatre Box",true,Pack Size,Outer,,,,,,,,71844_Outer,0.0,shopify,22,deny,manual,45.96,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/71844_Nerds_Chewy_Concession.jpg?v=1754023259,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
musashi-protein-shake-375ml-vanilla,Musashi Protein Shake 375ml - Vanilla x 6ct,"",Musashi,,"","Musashi, Night n Day Misc, Protein Bars",true,Pack Size,Outer,,,,,,,,35628-6_Outer,0.0,shopify,13,deny,manual,25.90,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/35628-6_Musashi_High_Protein_Vanilla_Milkshake_375ml.jpg?v=1754023260,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
musashi-protein-shake-375ml-chocolate,Musashi Protein Shake 375ml - Chocolate x 6ct,"",Musashi,,"","Musashi, Night n Day Misc, Protein Bars",true,Pack Size,Outer,,,,,,,,35611-6_Outer,0.0,shopify,8,deny,manual,25.90,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/35611-6_Musashi_High_Protein_Chocolate_Milkshake_375ml.jpg?v=1754023261,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
musashi-protein-crisp-bar-60g-vanilla-caramel,Musashi Protein Crisp Bar 60g - Vanilla Caramel x 12ct,"",Musashi,,"","Musashi, Protein Bars",true,Pack Size,Outer,,,,,,,,31094_Outer,0.0,shopify,8,deny,manual,45.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/31094_Musashi_Protein_Crisp_Vanilla_Caramel_60g.jpg?v=1754023262,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
musashi-protein-crisp-bar-60g-vanilla-caramel,,,,,,,,,Shipper (9 Outer),,,,,,,,31094_Shipper,0.0,shopify,0,deny,manual,413.55,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
musashi-protein-crisp-bar-60g-choc-peanut,Musashi Protein Crisp Bar 60g - Choc Peanut x 12ct,"",Musashi,,"","Musashi, Protein Bars",true,Pack Size,Outer,,,,,,,,31100_Outer,0.0,shopify,7,deny,manual,45.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/31100_Musashi_Protein_Crisp_Choc_Peanut_60g.jpg?v=1754023264,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
musashi-protein-crisp-bar-60g-choc-peanut,,,,,,,,,Shipper (9 Outer),,,,,,,,31100_Shipper,0.0,shopify,0,deny,manual,413.55,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
musashi-protein-bar-60g-rocky-road,Musashi Protein Bar 60g - Rocky Road x 12ct,"",Musashi,,"","Musashi, Protein Bars",true,Pack Size,Outer,,,,,,,,36779_Outer,0.0,shopify,9,deny,manual,45.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/36779_Musashi_Deluxe_Rocky_Road_60g.jpg?v=1754023265,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
musashi-protein-bar-60g-rocky-road,,,,,,,,,Shipper (8 Outer),,,,,,,,36779_Shipper,0.0,shopify,1,deny,manual,367.60,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
musashi-protein-bar-60g-peanut-crunch,Musashi Protein Bar 60g - Peanut Crunch x 12ct,"",Musashi,,"","Musashi, Protein Bars",true,Pack Size,Outer,,,,,,,,36762_Outer,0.0,shopify,13,deny,manual,45.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/36762_Musashi_Deluxe_Peanut_Crunch_60g.jpg?v=1754023266,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
musashi-protein-bar-60g-peanut-crunch,,,,,,,,,Shipper (8 Outer),,,,,,,,36762_Shipper,0.0,shopify,1,deny,manual,367.60,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
musashi-energy-drink-500ml-green-apple,Musashi Energy 500ml - Green Apple x 12ct,"",Musashi,,"","Drinks, Musashi, Musashi Energy Cans",true,Pack Size,Tray,,,,,,,,32077_Tray,0.0,shopify,236,deny,manual,37.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/32077_Musashi_Energy_Drink_500ml_Green_Apple.jpg?v=1754023267,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
musashi-energy-drink-500ml-grape,Musashi Energy 500ml - Grape x 12ct,"",Musashi,,"","Drinks, Musashi, Musashi Energy Cans",true,Pack Size,Tray,,,,,,,,31339_Tray,0.0,shopify,250,deny,manual,37.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/31339_Musashi_Energy_Purple_Grape.jpg?v=1754023267,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
musashi-energy-drink-500ml-fruit-crush,Musashi Energy 500ml - Fruit Crush x 12ct,"",Musashi,,"","Drinks, Musashi, Musashi Energy Cans",true,Pack Size,Tray,,,,,,,,31346_Tray,0.0,shopify,176,deny,manual,37.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/31346_Musashi_Energy_Fruit_Crush.jpg?v=1754023268,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
musashi-energy-drink-500ml-blue-raspberry,Musashi Energy 500ml - Blue Raspberry x 12ct,"",Musashi,,"","Drinks, Musashi, Musashi Energy Cans",true,Pack Size,Tray,,,,,,,,31322_Tray,0.0,shopify,237,deny,manual,37.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/31322_Musashi_Energy_Blue_Raspberry.jpg?v=1754023269,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
munten-coins-1kg,KH Munten Coins 1Kg x 5ct,"",DutchRusk,"Food, Beverages & Tobacco > Food Items > Candy & Chocolate","","1kg, Bulk Gummies and Lollies, Licorice, Novelty",true,Pack Size,Outer,,,,,,,,30027C_Outer,0.0,shopify,10,deny,manual,22.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/30027C_MUNTEN_DROP.jpg?v=1754023270,1,"",false,,,4748,,,,,,,,,,,,,,,,,kg,,,active
munten-coins-1kg,,,,,,,,,Shipper (5 Outer),,,,,,,,30027C_Shipper,0.0,shopify,2,deny,manual,110.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
monin-yuzu-fruit-puree-1l-x-4ct,Monin Yuzu Fruit Puree 1L x 4ct,"",Monin,,"","",true,Pack Size,Shipper,,,,,,,,75211_Shipper,0.0,shopify,0,continue,manual,91.05,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/75211_Monin_Yuzu_Mix.jpg?v=1754023270,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
monin-vanilla-syrup-1l-x-4ct,Monin Vanilla Syrup 1L x 4ct,"",Monin,,"","",true,Pack Size,Shipper,,,,,,,,75190_Shipper,0.0,shopify,0,continue,manual,58.17,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/75190_Monin_Vanilla_1L.jpg?v=1754023271,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
monin-strawberry-syrup-natural-700ml-x-6ct,Monin Strawberry Syrup (Natural) 700ml x 6ct,"",Monin,,"","",true,Pack Size,Shipper,,,,,,,,75220_Shipper,0.0,shopify,0,deny,manual,108.77,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/75220_Monin_Strawberry_Syrup.png?v=1754023272,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
monin-strawberry-fruit-puree-1l-x-4ct,Monin Strawberry Fruit Puree 1L x 4ct,"",Monin,,"","",true,Pack Size,Shipper,,,,,,,,75206_Shipper,0.0,shopify,0,deny,manual,95.57,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/75206_Monin_Strawberry_Puree.png?v=1754023273,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
monin-salted-caramel-syrup-700ml-x-6ct,Monin Salted Caramel Syrup 700ml x 6ct,"",Monin,,"","",true,Pack Size,Shipper,,,,,,,,75147_Shipper,0.0,shopify,0,deny,manual,108.77,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/75147_Monin_Salted_Caramel_Syrup.png?v=1754023274,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
monin-rose-syrup-700ml-x-6ct,Monin Rose Syrup 700ml x 6ct,"",Monin,,"","",true,Pack Size,Shipper,,,,,,,,75084_Shipper,0.0,shopify,0,deny,manual,108.77,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/75084_Monin_Rose.jpg?v=1754023274,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
monin-popcorn-syrup-700ml-x-6ct,Monin Popcorn Syrup 700ml x 6ct,"",Monin,,"","",true,Pack Size,Shipper,,,,,,,,75115_Shipper,0.0,shopify,0,deny,manual,108.77,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/75115_Monin_Popcorn_syrup.png?v=1754023275,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
